id,sentence,dialect,source
22,અમદાવાદ એરપોર્ટ પર આવતી ફ્લાઇટ અમદાવાદ એરપોર્ટ પરથી જતી ફ્લાઇટ,standard_gujarati,balanced
23,વહેલી સવારે હાડ થીજાવી દેતી ઠંડીના દરિયાકાંઠાના જિલ્લા એવા ભાવનગરમાં પણ માત્ર એક જ રાતમાં કડકડતી ઠંડી એ પોતાનું સ્થાન પરત લીધું છે,standard_gujarati,balanced
24,ગત બે દિવસથી લોકોને લાગી રહ્યું હતું કે હવે ગોહિલવાડમાં ઠંડીના વળતા દિવસો શરૂ થયા છે અને આમ પણ મકરસંક્રાંતિ પર્વ બાદ વસંત પંચમીથી શિયાળાનો સમાપન સમય શરૂ થતો હોય છે,standard_gujarati,balanced
25,પરંતુ ગ્લોબલ વોર્મિંગ અને વૈશ્વિક સ્તરે સતત બદલાઈ રહેલ આબોહવાના કારણે વાતાવરણમાં ધરખમ ફેરફારો નોંધાઈ રહ્યા છે,standard_gujarati,balanced
26,આજે જનજીવન કાતિલ ઠંડીના કારણે પ્રભાવિત જણાયું હતું,standard_gujarati,balanced
27,વહેલી સવારે જાહેર માર્ગો સુમસામ જણાયા હતા,standard_gujarati,balanced
28,લોકોએ કામ સિવાય બહાર નીકળવાનું ટાળ્યું હતું,standard_gujarati,balanced
29,મોર્નિંગ માટે નીકળતા લોકોની સંખ્યામાં પણ આજે ઘટાડવા જોવા મળ્યો હતો,standard_gujarati,balanced
30,ભાવનગર જિલ્લાના દરિયાકાંઠાના ગામડાઓમાં શહેરની તુલનાએ વધુ ઠંડી જોવા મળી હતી,standard_gujarati,balanced
31,ભાવનગરમાં ભરશિયાળે મોસમનો માહોલ બદલાયો છે,standard_gujarati,balanced
32,છેલ્લા બે દિવસથી રાજ્યના અલગ અલગ વિસ્તાર સાથોસાથ ભાવનગર શહેર જિલ્લામાં પણ વાતાવરણમાં પલ્ટો આવ્યો છે,standard_gujarati,balanced
33,અવકાશમાં વાદળો છવાઈ જવા સાથે ઠંડીનું પ્રમાણ ઘટી જવા પામ્યો છે અને વાતાવરણ ધૂંધળું બન્યું છે,standard_gujarati,balanced
34,આકાશમાં ધુમ્મસનું પ્રમાણ વધુ રહેવા સાથે ભેજના પ્રમાણમાં પણ નોંધપાત્ર વધારો થયો છે ત્યારે આ બદલાયેલા માહોલને પગલે ધરતી પુત્રોની ચિંતામાં વધારો થયો છે,standard_gujarati,balanced
35,હવામાન વિભાગના સ્ટેશન ખાતે વિઝીટ કરવા ગયા ને ચોરીની ખબર પડી ઈન્ડિયન ઈન્સ્ટીસ્યુટ ઓફ ટ્રોપીકલ મેટીઓરોલોજી નામના હવામાન વિભાગના જુદી જુદી જગ્યાએ સ્ટેશનો આવેલા છે,standard_gujarati,balanced
36,સરદાર પટેલ સ્ટેડિયમ ખાતે પણ હવામાન વિભાગનું સ્ટેશન આવેલુ છે જેને એન્જીનીયર નિર્મલ બારીયા સંભાળે છે,standard_gujarati,balanced
37,થોડા સમય પહેલા સુધીર લાલદરવાજા વિક્ટોરીયા ગાર્ડન ખાતે આવેલા હવામાન વિભાગના સ્ટેશન ખાતે વિઝીટ કરવા માટે ગયા હતાં,standard_gujarati,balanced
38,ત્યારે નિર્મલ બારીયા સરદાર પટેલ ખાતે તેમના સ્ટેશન પર હાજર હતા,standard_gujarati,balanced
39,રાતે રાબેદા મુજબ નિર્મલ પોતાના ઘરે જતો રહ્યો હતો ત્યારે સુધીરે સર્વરનો ડેટા ચેક કરવાનું શરૂ કર્યુ હતું,standard_gujarati,balanced
40,પાવર કટ થયો હોવાના કારણે સિસ્ટમ બંધ થઈ હોવાની વિચારીને કોઈ તપાસ કરી નહી,standard_gujarati,balanced
41,સ્ટેશનની સિસ્ટમ શરુ નહી થતા સુધીરને શંકા ગઈ હતી,standard_gujarati,balanced
42,જેથી તે તરતજ નિર્મલને લઈને સ્ટેશન પહોચી ગયા હતા,standard_gujarati,balanced
43,એર ક્વોલોટી મોનીટરીંગ સ્ટેશન પર ગયા ત્યારે એક બારી તુટેલી હાલતમાં હતી,standard_gujarati,balanced
44,સુધીરને શંકા થઈ ગઈ હતી કે તસ્કરોએ ઘુસીને ચોરી કરી છે,standard_gujarati,balanced
45,સુધીરે આ મામલે ઉચ્ચ અધિકારીઓ સાથે વાત કરીને ચોરીની ફરિયાદ કરી હતી,standard_gujarati,balanced
46,પોલીસે સુધીરની ફરિયાદના આધારે તપાસ હાથ ધરી છે,standard_gujarati,balanced
47,વસ્ત્રાપુરમાં પણ ત્રણ દુકાનોના તાળા તૂટ્યા મેમનગરમાં રહેતા મોહિતભાઇ પટેલ ગુરૂકુળ રોડ પર સ્પોર્ટ્સને લગતી સાધનસામગ્રીની દુકાન ધરાવે છે,standard_gujarati,balanced
48,તસ્કરોએ આસપાસની અન્ય બે દુકાનોમાં પણ ચોરીનો પ્રયાસ કર્યો હોવાથી વસ્ત્રાપુર પોલીસે તપાસ હાથ ધરી છે,standard_gujarati,balanced
49,વડોદરા મહાનગરપાલિકા દ્વારા શહેરના મુખ્ય જંક્શનો પર નવી વરસાદી ગટર નાખવાની કામગીરી હાથ ધરવામાં આવી છે,standard_gujarati,balanced
50,ગટર લાઈન નાખવાની કામગીરીને પગલે વાહનચાલકો માટે સૂચનાઓ આજથી શહેરના કપુરાઈ જંક્શન પર કામગીરી શરૂ કરવામાં આવી છે,standard_gujarati,balanced
51,આ કામગીરી દરમિયાન હેવી મશીનરી અને મજૂરોની અવરજવર સાથે વરસાદી ગટર લાઈન નાખવાની કામગીરી કરવાની હોવાથી વાહનચાલકો માટે સૂચનાઓ જારી કરવામાં આવી છે,standard_gujarati,balanced
52,ભારે મશીનરી અને મટિરિયલ્સને કારણે આ રસ્તો કામ પૂર્ણ ન થાય ત્યાં સુધી બંધ રહેશે,standard_gujarati,balanced
53,જનતાને પ્રતિબંધિત વિસ્તારમાં પ્રવેશ ન કરવા અપીલ આ કામગીરી દરમિયાન વૈકલ્પિક માર્ગ તરીકે કેનાલ બાજુનો સર્વિસ રોડ તથા અન્ય પેટા રસ્તાઓનો સાવચેતીપૂર્વક ઉપયોગ કરી શકાશે,standard_gujarati,balanced
54,આ કામગીરી કામગીરી વધુ ઊંડાઈની હોવાથી જાહેર જનતાને પ્રતિબંધિત વિસ્તારમાં પ્રવેશ ન કરવા અને સુરક્ષિત અંતર જાળવવા અપીલ કરવામાં આવી છે,standard_gujarati,balanced
55,ઠંડીનું પ્રમાણ ઘટ્યું ભાવનગર શહેર અને જિલ્લા બે દિવસથી વાતાવરણમાં પલ્ટો આવ્યો છે,standard_gujarati,balanced
56,વડોદરા શહેરમાં હાલમાં સૌથી મોટી સમશ્યા ટ્રાફિક અંગેની છે,standard_gujarati,balanced
57,આમ છતાં પાલિકા તંત્ર દ્વારા અગાઉ આ વિસ્તારમાં રોડ રસ્તા ખોદીને વ્યવસ્થિત રીતે પેવર બ્લોક નાખવામાં આવ્યા હતા,standard_gujarati,balanced
58,આમ છતાં પણ તાજેતરમાં ફરી એક વખત તમામ પેવર બ્લોક આ વિસ્તારમાંથી કાઢીને રોડ રસ્તા ખોદી લેવલિંગ કરાયું હતું,standard_gujarati,balanced
59,ત્યારબાદ નવા પેવર બ્લોક નાખવાની કામગીરી શરૂ થઈ હતી,standard_gujarati,balanced
60,દુકાનદારો દ્વારા પાણી ભરાવાની આશંકા સાથે વિરોધ પરંતુ દુકાનદારોનો આક્ષેપ હતો કે જમીનનું લેવલ પુરાણ થવાના કારણે ઊંચું આવી ગયું છે,standard_gujarati,balanced
61,પરિણામે ચોમાસામાં તમામ વેપારીઓની દુકાનમાં પાણી ભરાઈ જવાની શક્યતા વેપારીઓ જોઈ રહ્યા છે,standard_gujarati,balanced
62,પરિણામે કામગીરીનો વિરોધ કરીને બનાવની જાણ કોંગ્રેસ પ્રમુખ ત્રત્વિજ જોશીને કરવામાં આવી હતી,standard_gujarati,balanced
63,પેવર બ્લોક હલકી કક્ષાના ઉપયોગ કરાયાના આક્ષેપો કાર્યકરો સાથે પહોંચેલા કોંગી પ્રમુખે પાલિકા તંત્ર વિરુદ્ધ ભારે સૂત્રોચાર શરૂ કર્યા હતા અને પાલિકા તંત્રના જવાબદાર અધિકારીને રૂબરૂ બોલાવવામાં આવ્યા હતા,standard_gujarati,balanced
64,જ્યાં તેમની સમક્ષ પેવર બ્લોક હલકી કક્ષાના આક્ષેપો કરવામાં આવ્યા હતા,standard_gujarati,balanced
65,ઉપરાંત બ્લોક નાખવામાં પણ યોગ્ય લેવલિંગ પણ જળવાતું નહીં હોવા સહિત પુરાણના કારણે પેવર બ્લોકનું ઊંચું થવાના કારણે ચોમાસાની ઋતુમાં વરસાદના કારણે દુકાનોમાં પાણી ભરાઈ જવાનો વેપારીઓને ભય સતાવી રહ્યો હોવાની રજૂઆત કરવામાં આવી હતી,standard_gujarati,balanced
66,કામગીરી અટકાવવાની ચીમકી ઉચ્ચારી પેવર બ્લોક નાખવાની કામગીરી અંગે સ્થાનિક દુકાનદારોમાં ભારે રોષ જોવા મળ્યો હતો,standard_gujarati,balanced
67,હવે આ મામલે વેપારીઓ આકરા પાણીએ છે અને યોગ્ય પગલાં નહીં લેવાય તો અમે કામગીરી અટકાવીશું તેવી ચીમકી ઉચ્ચારી હતી,standard_gujarati,balanced
68,લઘુત્તમ તાપમાનમાં કોઈ મોટો ઘટાડો કે મહત્વપૂર્ણ ફેરફાર થવાની સંભાવના નથી,standard_gujarati,balanced
69,ખાસ કરીને ઉત્તર ગુજરાતમાં તાપમાનનો બદલાવ જોવા મળી શકે છે,standard_gujarati,balanced
70,વેસ્ટર્ન ડિસ્ટર્બન્સને કારણે આજ રાતથી રાજ્યમાં ઠંડીનું પ્રમાણ વધશે,standard_gujarati,balanced
71,વરસાદની અત્યારે કોઈ સંભાવના નથી,standard_gujarati,balanced
72,લઘુત્તમ તાપમાનમાં કોઈ મોટો બદલાવ જોવા નહી મળે,standard_gujarati,balanced
73,વેસ્ટર્ન ડિસ્ટર્બન્સને કારણે વાદળછાયુ વાતાવરણ સર્જાઈ શકે છે,standard_gujarati,balanced
74,લઘુતમ તાપમાનની અંદર પણ કોઈપણ પ્રકારનો મોટો બદલાવ થવાની પણ શક્યતા નથી,standard_gujarati,balanced
75,સિસ્ટમ વિશે તેઓએ જણાવ્યું હતું કે અત્યારે વેસ્ટન ડીસ્ટર્બન્સ સિસ્ટમ સક્રિય છે,standard_gujarati,balanced
76,હવામાનમાં આવેલા આ બદલાવને કારણે રાજ્યમાં હાલ બેવડી ઋતુની અસર શરૂ જોવા મળી રહી છે,standard_gujarati,balanced
77,સવારે સામાન્ય ઠંડી અને બાદમાં ગરમી અનુભવાઈ રહી છે,standard_gujarati,balanced
78,અમદાવાદમાં આજ સવારથી વાતાવરણમાં ઠંડકનો અહેસાસ થયો છે,standard_gujarati,balanced
79,ધુમ્મસ ભર્યું વાતાવરણ સર્જાયું હતું,standard_gujarati,balanced
80,શહેરમાં વિસિબિલિટી ઘટી ગઈ છે અને સાથે પવન પણ ફૂંકાઈ રહ્યો છે,standard_gujarati,balanced
81,ગાંધીનગર જિલ્લાના દહેગામ તાલુકામાં પર્યાવરણને ગંભીર નુકસાન પહોંચાડતી એક ચોંકાવનારી ઘટના સામે આવી છે,standard_gujarati,balanced
82,ત્યારે આ ઝેરી પાણીના કારણે તળાવમાં રહેલી હજારો માછલીઓ શ્વાસ રુંધાવાને કારણે મરી ગઈ છે,standard_gujarati,balanced
83,મરેલી માછલીઓ તળાવની સપાટી પર તરતી જોવા મળતા ગ્રામજનો સ્તબ્ધ થઈ ગયા હતા,standard_gujarati,balanced
84,તળાવમાં માછલીઓના સામુહિક મોતને કારણે વિસ્તારમાં અસહ્ય દુર્ગંધ ફેલાઈ છે,standard_gujarati,balanced
85,જેને પગલે સ્થાનિકોમાં રોગચાળો ફાટી નીકળવાની દહેશત સેવાઈ રહી છે,standard_gujarati,balanced
86,ગ્રામજનોની હાજરીમાં ઘટનાનું નિરીક્ષણ કર્યું આ ઘટનાની જાણ થતા જ લિહોડા ગ્રામ પંચાયતના તલાટી પ્રતીક્ષાબેન રાઠોડ તાત્કાલિક સ્થળ પર પહોંચ્યા હતાં,standard_gujarati,balanced
87,તેમણે ગ્રામજનોની હાજરીમાં આખી ઘટનાનું નિરીક્ષણ કરી વિગતવાર પંચનામું કર્યું હતું,standard_gujarati,balanced
88,આ મામલાની ગંભીરતાને જોતા તેમણે તાલુકા વિકાસ અધિકારીને પણ લેખિત રિપોર્ટ સુપરત કર્યો છે અને જવાબદારો સામે કાયદેસરની કાર્યવાહી કરવા માંગ કરી છે,standard_gujarati,balanced
89,કોલ્ડ સ્ટોરેજના ગંદાપાણીએ ખેડૂતોની મહેનત પર પણ પાણી ફેરવ્યું આ કોલ્ડ સ્ટોરેજના આ ગંદા પાણીએ માત્ર જળચર જીવો જ નહીં પણ ખેડૂતોની મહેનત પર પણ પાણી ફેરવી દીધું છે,standard_gujarati,balanced
90,જોકે લિહોડાના ગ્રામજનોમાં હજુ પણ ભારે રોષ વ્યાપેલો છે,standard_gujarati,balanced
91,પ્રદૂષિત પાણી તળાવમાં ન છોડવામાં આવે તેની માગ ગ્રામજનોની માંગ છે કે કોલ્ડ સ્ટોરેજ સંચાલકો તાત્કાલિક ધોરણે તળાવની સફાઈ કરાવે અને ભવિષ્યમાં ફરી ક્યારેય આવું પ્રદૂષિત પાણી તળાવમાં ન છોડવામાં આવે તેની ખાતરી આપે,standard_gujarati,balanced
92,જો તંત્ર દ્વારા કડક પગલાં લેવામાં નહીં આવે તો આગામી સમયમાં જન આંદોલનની ચીમકી પણ ઉચ્ચારવામાં આવી છે,standard_gujarati,balanced
93,જેમાં શિવ સાગર કોલ્ડ સ્ટોરેજમાંથી કેમિકલ છોડવાથી લાખની સંખ્યામાં માછલીઓનું મોત થયું છે અને બીજીવાર આ ઘટના ન બને એની કોલ્ડ સ્ટોરેજવાળાએ બાહેંધરી લીધી છે,standard_gujarati,balanced
94,આ તળાવ ચાર દિવસમાં ખાલી કરવું પડે એવી પંચાયત તરફથી નોટિસ આપી છે,standard_gujarati,balanced
95,તેમાં શિવ સાગર કોલ્ડ સ્ટોરેજમાંથી કેમિકલવાળું પાણી છોડવામાં આવવાથી ઘણી બધી માછલીઓનું મોત થયું છે,standard_gujarati,balanced
96,રાજ્યમાં હાલ ઠંડી ઘટી છે અને દિવસે ગરમીનો અહેસાસ શરૂ થયો છે,standard_gujarati,balanced
97,હાલમાં આપણે ઉનાળા તરફ આગળ વધી રહ્યા હોવાથી આ એક ટ્રાન્ઝિશન પિરિયડ છે,standard_gujarati,balanced
98,હાલમાં માછીમારો માટે દરિયો ન ખેડવા અંગેની કોઈ ચેતવણી જાહેર કરવામાં આવી નથી,standard_gujarati,balanced
99,ધંધુકાના ફેદરા માર્ગ પર વખતપર નજીક પાણીના ખાડામાંથી એક દીપડાનો મૃતદેહ મળી આવ્યો છે,standard_gujarati,balanced
100,માહિતી મળતા જ વન વિભાગની ટીમ ઘટનાસ્થળે પહોંચી હતી,standard_gujarati,balanced
101,ધંધુકાના નાયબ મામલતદારની હાજરીમાં દીપડાના મૃતદેહનું પંચનામું અને રોજકામ કરવામાં આવ્યું હતું,standard_gujarati,balanced
102,ત્યારબાદ દીપડાના મૃતદેહને પોસ્ટમોર્ટમ માટે અમદાવાદ ખસેડવામાં આવ્યો છે,standard_gujarati,balanced
103,વન વિભાગ હાલ દીપડાના મૃત્યુ કયા સંજોગોમાં થયું તે અંગેની વધુ તપાસ કરી રહ્યું છે,standard_gujarati,balanced
104,શું ગુજરાત સરકાર કોઈ મોટી દુર્ઘટનાની રાહ જોઈ રહી છે,standard_gujarati,balanced
105,આ સવાલ એટલા માટે કારણ કે ધોળકાથી અમદાવાદના રૂટ પર એસટી બસોની હાલત અત્યંત ગંભીર છે,standard_gujarati,balanced
106,રોજિંદા હજારો વિદ્યાર્થીઓ અને મુસાફરો જીવના જોખમે આ ઓવરલોડ બસોમાં મુસાફરી કરવા મજબૂર બન્યા છે,standard_gujarati,balanced
107,સૌથી વધુ હાલાકી વિદ્યાર્થીઓને ભોગવવી પડી રહી છે,standard_gujarati,balanced
108,દરવાજા પર લટકીને મુસાફરી કરવી એ અહીંની રોજની નિયતિ બની ગઈ છે,standard_gujarati,balanced
109,શું એસટી નિગમ અને સરકાર કોઈ માસૂમનો જીવ જાય તેની રાહ જોઈ રહ્યું છે,standard_gujarati,balanced
110,અમદાવાદ ગ્રામ્ય પોલીસ દ્વારા જિલ્લામાં દારૂ અને જુગાર જેવી અસામાજિક પ્રવૃત્તિઓ સામે કડક કાર્યવાહી કરવાના આદેશ બાદ ધંધુકા પોલીસે ધોળી ગામની સીમમાં જુગારધામ પર દરોડો પાડ્યો હતો,standard_gujarati,balanced
111,કરમશીભાઈ ભોપાભાઈને મળેલી ચોક્કસ બાતમીના આધારે આ દરોડો પાડવામાં આવ્યો હતો,standard_gujarati,balanced
112,પોલીસે ધોળી ગામની સીમમાં અડવાળ જવાના રસ્તા પર જાહેરમાં પૈસા અને પત્તા વડે તીન પત્તીનો જુગાર રમતા પાંચ ઇસમોને રંગેહાથ ઝડપી પાડ્યા હતા,standard_gujarati,balanced
113,પોલીસે પકડાયેલા આરોપીઓ વિરુદ્ધ કાયદેસરની કાર્યવાહી હાથ ધરી છે,standard_gujarati,balanced
114,આ બાતમીના આધારે વોચ ગોઠવીને ટ્રકને રોકવામાં આવ્યું હતું,standard_gujarati,balanced
115,પોલીસ મહાનિરિક્ષક વિધી ચૌધરી અને અમદાવાદ ગ્રામ્યના પોલીસ અધિક્ષક ઓમ પ્રકાશ જાટના પ્રોહીબીશન પ્રવૃત્તિઓ ડામવાના નિર્દેશો હેઠળ કરવામાં આવી હતી,standard_gujarati,balanced
116,નાયબ પોલીસ અધિક્ષક તપન ડોડીયાના માર્ગદર્શન હેઠળ પો,standard_gujarati,balanced
117,જાડેજા અને તેમની ટીમે આ સફળતા મેળવી,standard_gujarati,balanced
118,સંજયકુમાર સામજીભાઇને બાતમી મળી હતી,standard_gujarati,balanced
119,અમદાવાદના ધોલેરાના તાલુકા પ્રાથમિક શિક્ષણાધિકારી ગજેન્દ્રસિંહ ચુડાસમાએ આજે ખુણ પ્રાથમિક શાળાની આકસ્મિક મુલાકાત લીધી હતી,standard_gujarati,balanced
120,તેમની મુલાકાતનો મુખ્ય હેતુ શાળાની શૈક્ષણિક પ્રવૃત્તિઓ અને વાતાવરણનું નિરીક્ષણ કરવાનો હતો,standard_gujarati,balanced
121,શિક્ષણાધિકારીએ બાળકો સાથે પર્યાવરણ અને સામાન્ય જ્ઞાન સંબંધિત વિવિધ કોયડા પૂછીને તેમનો ઉત્સાહ વધાર્યો અને તેમને પ્રોત્સાહિત કર્યા,standard_gujarati,balanced
122,પોતાના ઉદ્દબોધનમાં તેમણે પર્યાવરણ જાગૃતિ અંગે માર્ગદર્શન આપ્યું અને શાળાને પ્લાસ્ટિક મુક્ત બનાવવા માટે કોઈપણ પ્રકારની પ્લાસ્ટિક વસ્તુઓનો ઉપયોગ ન કરવાનો સંકલ્પ લેવડાવ્યો,standard_gujarati,balanced
123,આ બેઠકમાં તેમણે શૈક્ષણિક ગુણવત્તા સુધારવા અને શિક્ષણ પદ્ધતિઓને વધુ અસરકારક બનાવવા અંગે માર્ગદર્શન પૂરું પાડ્યું,standard_gujarati,balanced
124,આ સમગ્ર કાર્યક્રમ પ્રેરણાદાયક અને ઉત્સાહભર્યા વાતાવરણમાં સંપન્ન થયો,standard_gujarati,balanced
125,આ કેસમાં અન્ય છ આરોપીઓને વોન્ટેડ જાહેર કરવામાં આવ્યા છે,standard_gujarati,balanced
126,રળોલ ગામના પાટિયા નજીક પાછળથી આવી રહેલી એક ખાનગી બસે બાઈકને ટક્કર મારતા આ ગંભીર અકસ્માત સર્જાયો હતો,standard_gujarati,balanced
127,આ અકસ્માતમાં અકબરભાઈ યાકુબભાઈ ઉમડીયાનું ઘટનાસ્થળે જ મૃત્યુ થયું હતું,standard_gujarati,balanced
128,જ્યારે અબ્બાસભાઈ અભરામભાઈ ઉમડીયાને ગંભીર ઈજાઓ પહોંચતા તેમને તાત્કાલિક સુરેન્દ્રનગરની હોસ્પિટલ ખસેડવામાં આવ્યા હતા,standard_gujarati,balanced
129,મૃતક બંને પિતરાઈ ભાઈઓ ખેતીના વ્યવસાય સાથે સંકળાયેલા હતા,standard_gujarati,balanced
130,પરિવારના આધારસ્તંભ સમાન બંને યુવાનોના અચાનક નિધનથી તેમના પરિવારોમાં ગમગીની છવાઈ ગઈ છે,standard_gujarati,balanced
131,એક જ દિવસે બે પિતરાઈ ભાઈઓના જનાઝા એકસાથે નીકળતાં બાજરડા ગામમાં શોકનો માહોલ જોવા મળ્યો હતો,standard_gujarati,balanced
132,મોટી સંખ્યામાં ગ્રામજનો તેમને અંતિમ વિદાય આપવા ઉમટી પડ્યા હતા,standard_gujarati,balanced
133,વિરમગામ પાલિકાના ચીફ ઓફિસર ચીફ ઓફિસર જયેશ પટેલની સીધી સુચનાથી વિરમગામ શહેરને પ્રતિબંધિત પ્લાસ્ટિક મુક્ત કરવા હલકી ગુણવત્તાના પ્લાસ્ટિકના ઝભલા તેમજ અન્ય વસ્તુઓનું વેચાણ કરતા ઈસમો પર વોચ રાખવામાં આવી રહી છે,standard_gujarati,balanced
134,વિરમગામ નગરપાલિકાની સેનિટેશન ટીમ તેમજ ફાયર,standard_gujarati,balanced
135,પાલિકા તંત્ર દ્વારા રસ્તાઓ પર અવરજવરમાં અડચણરૂપ થતા તમામ લારી સહિતના દબાણોને હટાવવામાં આવ્યા હતા,standard_gujarati,balanced
136,આ ઝુંબેશમાં નગરપાલિકાનો મોટો કાફલો જોડાયો હતો,standard_gujarati,balanced
137,અમદાવાદ જિલ્લાના ઐતિહાસિક ધોળકા શહેરના હાર્દ ગણાતા જૂનું બસ સ્ટેન્ડ વિસ્તારમાં હાલ ટ્રાફિકની વિકટ સમસ્યા જોવા મળી રહી છે,standard_gujarati,balanced
138,આ રોડ પરથી દિવસભર એમ્બ્યુલન્સની અવરજવર રહેતી હોય છે,standard_gujarati,balanced
139,લારીઓ અને રિક્ષાઓને કારણે રસ્તો સાંકડો થઈ ગયો છે,standard_gujarati,balanced
140,તંત્ર માત્ર જોયા કરે છે કે કોઈ એક્શન લેશે,standard_gujarati,balanced
141,બાળલગ્નના કારણે દીકરીઓના શારીરિક અને માનસિક સ્વાસ્થ્ય પર પડતી નકારાત્મક અસરો વિશે પણ ચર્ચા કરાઈ હતી,standard_gujarati,balanced
142,આ સાથે જ સરકાર દ્વારા ઉપલબ્ધ કાયદાકીય સુરક્ષા અને ફરિયાદ નોંધાવવાની પ્રક્રિયા વિશે વિગતો પૂરી પાડવામાં આવી હતી,standard_gujarati,balanced
143,તંત્ર દ્વારા ખાતરી આપવામાં આવી હતી કે જાણ કરનાર વ્યક્તિની ઓળખ હંમેશા ગુપ્ત રાખવામાં આવે છે,standard_gujarati,balanced
144,કાર્યક્રમમાં ઉપસ્થિત ગ્રામજનોએ સક્રિયપણે ભાગ લઈ પ્રશ્નોત્તરી દ્વારા પોતાની મુંઝવણો દૂર કરી હતી,standard_gujarati,balanced
145,વિરમગામ મામલતદારે સ્થળ તપાસ કરી પંચનામા બાદ બંને પક્ષને સાંભળીને રસ્તાની યથાવત સ્થિતી જાળવવા હુકમ કર્યો છે,standard_gujarati,balanced
146,જે બાબતે વિરમગામ મામલતદાર મયુરધ્વજ સિંહ રાઠોડ દ્વારા તા,standard_gujarati,balanced
147,તેમજ વિરમગામ નગરપાલિકા ટીપી સ્કીમમાં પણ આવો કોઈ રસ્તો આવતો નથી,standard_gujarati,balanced
148,અરજદાર દ્વારા ખેતરમાં આવવા જવા નો રસ્તો હોવાનું જણાવેલ ત્યારે જે તે ખેડૂતો સહિત તેમના ખેતીના સાધનો આવવા જવા માટે હંગામી ધોરણે સહમતી સધાઈ હતી,standard_gujarati,balanced
149,જોકે આ ઇમેલ ખોટો હોવાનો સાબિત થયો હતો,standard_gujarati,balanced
150,આ અ ધમકીભર્યા મેઈલમાં શું લખ્યું હતું,standard_gujarati,balanced
