id,sentence,dialect,source
33,"જો કે, આ રાહત લાંબા સમય સ માછીમારોને દરીયો ન ખેડવા સૂચના આ પછી ફરી તાપમાનમાં થી 3 ડિગ્રીનો વધારો થવાની સંભાવના વ્યક્ત કરવામાં આવી છે",standard,news_media
34,"એટલે કે, ગુજરાતમાં આગામી દિવસોમાં ગરમી અને ઠંડી બંને ઋતુઓનો મિશ્ર અનુભવ થવાની શક્યતા છે",standard,news_media
35,"આ ઉપરાંત, દરિયાઈ વિસ્તારમાં પવનની ઝડપ વધવાની આગાહીને પગલે હવામાન વિભાગે માછીમારોને દરિયો ન ખેડવા માટે ખાસ એલર્ટ જાહેર કર્યું છે",standard,news_media
36,માછીમારોને આગામી દિવસોમાં દરિયામાં ન જવા સૂચના આપવામાં આવી છે,standard,news_media
37,ગુજરાતમાં શિયાળો બરાબરનો જામ્યો હતો,standard,news_media
38,ત્યાં જ વાતાવરણમાં ફરી મોટો પલટો આવ્યો છે,standard,news_media
39,વેસ્ટર્ન ડિસ્ટર્બન્સના કારણે રાજ્યના અનેક ભાગોમાં વાદળછાયું વાતાવરણ અને હળવા વરસાદી છાંટા જોવા મળ્યા છે,standard,news_media
40,"વેસ્ટર્ન ડિસ્ટર્બન્સની સિસ્ટમ મજબૂત બનતા લૉ-પ્રેશર એરિયા સર્જાયો જાન્યુઆરીના અંતમાં ગુજરાતમાં કાતિલ ઠંડીની સંભાવના માત્ર ગુજરાત જ નહીં, પરંતુ શુક્રવારે સવારથી દિલ્હી, પંજાબ, હરિયાણા અને રાજસ્થાનમાં વરસાદી માહોલ રહ્યો હતો, જ્યારે ઉત્તર ભારતના પહાડી વિસ્તારોમાં ભારે હિમવર્ષા ચાલુ છે",standard,news_media
41,"અત્યારે ભલે તાપમાનમાં થોડો વધારો દેખાતો હોય, પણ જાન્યુઆરીના અંતમાં ગુજરાતમાં કાતિલ ઠંડી પડવાની પૂરેપૂરી સંભાવના છે",standard,news_media
42,"સાયક્લોનિક સર્ક્યુલેશનને કારણે હાલ વાતાવરણમાં પલટો હવામાન નિષ્ણાત અંબાલાલ પટેલ અને હવામાન વિભાગ મુજબ, લઘુત્તમ તાપમાનમાં 5 ડિગ્રી સુધીનો ઘટાડો નોંધાઈ શકે છે",standard,news_media
43,હરિયાણાથી દક્ષિણ-પશ્ચિમ રાજસ્થાન સુધી સર્જાયેલા સાયક્લોનિક સર્ક્યુલેશનને કારણે હાલ વાતાવરણમાં પલટો આવ્યો છે,standard,news_media
44,રાજ્યમાં થોડા સમયથી અનુભવાતી કડકડતી ઠંડીમાં હવે આંશિક ઘટાડો નોંધાવાની શક્યતા છે,standard,news_media
45,"હવામાન વિભાગના અનુમાન મુજબ, આગામી 48 કલાકમાં રાજ્યના અનેક વિસ્તારોમાં તાપમાનમાં 3થી 5 ડિગ્રી સેલ્સિયસનો વધારો થઈ શકે છે",standard,news_media
46,"જોકે પવનની ગતિ યથાવત્ રહેવાની આગાહી કરવામાં આવી હવામાન વિભાગના જણાવ્યા મુજબ, આગામી ત્રણ દિવસ બાદ ફરી એક વખત તાપમાનમાં 2થી 3 ડિગ્રી સેલ્સિયસનો ઘટાડો થવાની શક્યતા છે, જેના કારણે ઠંડીમાં વધારો થઈ શકે છે",standard,news_media
47,વિવિધ શહેરોમાં નોંધાયેલું લઘુત્તમ તાપમાન છેલ્લા 24 કલાકમાં રાજ્યના વિવિધ શહેરોમાં નોંધાયેલા લઘુત્તમ તાપમાનની વાત કરવામાં આવે તો અમદાવાદમાં 12,standard,news_media
48,"8 ડિગ્રી સેલ્સિયસ, અમરેલીમાં 11",standard,news_media
49,2 ડિગ્રી સેલ્સિયસ તાપમાન નોંધાયું છે,standard,news_media
50,7 ડિગ્રી સાથે નલિયા સૌથી ઠંડુ જ્યારે ગાંધીનગરમાં 14,standard,news_media
51,"5 ડિગ્રી, કંડલામાં 14 ડિગ્રી, રાજકોટમાં 10",standard,news_media
52,6 ડિગ્રી સેલ્સિયસ તાપમાન નોંધાયું છે,standard,news_media
53,7 ડિગ્રી સેલ્સિયસ લઘુત્તમ તાપમાન રહ્યું હતું,standard,news_media
54,"રાજ્યમાં સૌથી ઠંડુ શહેર નલિયા રહ્યું છે, જ્યાં લઘુતમ તાપમાન 7 ડિગ્રી સેલ્સિયસ નોંધાયું છે, જ્યારે ઓખામાં તાપમાન 18 ડિગ્રી સેલ્સિયસ રહ્યું હતું",standard,news_media
55,અમદાવાદ એરપોર્ટ પરથી આવતી–જતી ફ્લાઈટોના સંચાલન પર આજે પણ અસર જોવા મળી,standard,news_media
56,"દેશભરમાં પડી રહેલી કડક ઠંડી અને ધુમ્મસના કારણે અમદાવાદ એરપોર્ટ પર કુલ 15 જેટલી ફ્લાઈટો કલાકો સુધી મોડે ચાલતી રહી, જેના કારણે મુસાફરો ભારે પરેશાન બન્યા હતા",standard,news_media
57,ધુમ્મસના કારણે પૂરતી વિઝિબિલિટી ઘટીઑ ધુમ્મસના કારણે પૂરતી વિઝિબિલિટી ન મળતાં પાયલોટોને ટેકઓફ અને લેન્ડિંગ દરમિયાન મુશ્કેલી પડી રહી છે,standard,news_media
58,ખાસ કરીને વહેલી સવારે અને મોડી સાંજે ફ્લાઈટ ઓપરેશનમાં ડીલે થઈ રહ્યો હોવાનું એરલાઈન સૂત્રો જણાવી રહ્યા છે,standard,news_media
59,ફ્લાઈટ રદ અને ડીલે ના કારણે મુસાફરો એરપોર્ટ પર લાંબા સમય સુધી અટવાઈ રહ્યા હતા અને અનેક એરલાઇન્સના ડીલે થવાને કારણે મુસાફરો પણ રોષે ભરાયા હતા,standard,news_media
60,કેટલીક ફ્લાઇટ્સ રદ કરવામાં આવી શકે છે ઈન્ડિગો એરલાઇને એડવાઇઝરી જાહેર કરી છે,standard,news_media
61,"ઈન્ડિગોએ જણાવ્યું છે કે આજે સવારે દિલ્હીમાં ગાઢ ધુમ્મસના કારણે વિસિબીલીટી ભારે ઘટાડો થયો છે, જેના કારણે ફ્લાઇટ કામગીરી પર અસર પડી છે",standard,news_media
62,સલામતીને પ્રાથમિકતા આપતા અને એરપોર્ટ પર મુસાફરોને લાંબી રાહ જોવી ન પડે તે માટે દિવસ દરમિયાન કેટલીક ફ્લાઇટ્સ રદ કરવામાં આવી શકે છે તેમજ કેટલીક ફ્લાઇટ્સને પ્રસ્થાનમાં વધુ સમય લાગી શકે છે,standard,news_media
63,"સાથે જ, ધુમ્મસના કારણે રોડ ટ્રાફિક પણ ધીમો પડી શકે હોવાથી મુસાફરોને એરપોર્ટ જવા માટે વધારાનો સમય રાખવાની વિનંતી કરવામાં આવી છે",standard,news_media
64,"ફલાઈટમાં જતા હોવ તો આ ચેક કરી લેજો બીજી તરફ, એર ઇન્ડિયાએ પણ એડવાઇઝરી જાહેર કરી છે",standard,news_media
65,"એર ઇન્ડિયાના જણાવ્યા અનુસાર ગાઢ ધુમ્મસના કારણે દિલ્હી અને ઉત્તર ભારતના કેટલાક વિસ્તારોમાં નબળી વિઝિબિલિટી જોવા મળી રહી છે, જેના કારણે ફ્લાઇટ કામગીરી અસરગ્રસ્ત બની છે",standard,news_media
66,મુસાફરોને એરપોર્ટ જતાં પહેલા તેમની ફ્લાઇટની સ્થિતિ તપાસવાની સલાહ આપવામાં આવી છે,standard,news_media
67,ઈન્ડિગો અને એર ઇન્ડિયા ઉપરાંત અન્ય અનેક એરલાઇન્સે પણ આવી જ પ્રકારની એડવાઇઝરી જાહેર કરી છે,standard,news_media
68,અમદાવાદ એરપોર્ટ પર આવતી ફ્લાઇટ અમદાવાદ એરપોર્ટ પરથી જતી ફ્લાઇટ,standard,news_media
69,ભાવનગર શહેર જિલ્લામાં માત્ર 24 કલાકનાં ટૂંકા ગાળામાં લઘુતમ તાપમાનમાં ભારે ઘટાડો જોવા મળ્યો છે,standard,news_media
70,10 કિલોમીટર પ્રતિ કલાકની ઝડપે ફૂંકાયેલા પૂર્વત્તરના બર્ફીલા પવનોના કારણે લઘુતમ તાપમાનમાં 4,standard,news_media
71,વહેલી સવારે હાડ થીજાવી દેતી ઠંડીના દરિયાકાંઠાના જિલ્લા એવા ભાવનગરમાં પણ માત્ર એક જ રાતમાં કડકડતી ઠંડી એ પોતાનું સ્થાન પરત લીધું છે,standard,news_media
72,ભાવનગરમાં ગતરોજ મંગળવારે મહત્તમ તાપમાન 29,standard,news_media
73,8 લઘુત્તમ તાપમાન 18 વાતાવરણમાં ભેજનું પ્રમાણ 48 ટકા અને પવનની ઝડપ 12 કિલોમીટર પ્રતિ કલાકની રહી હતી,standard,news_media
74,પરંતુ આજે સવારે લઘુત્તમ તાપમાન ઘટીને 13,standard,news_media
75,6 ડીગ્રી જ્યારે ભેજનું પ્રમાણ 64 ટકા અને 10 કિલોમીટર પ્રતિ કલાકની ઝડપે હિમભર્યા સૂકા પવનો ફૂંકાયા હતા,standard,news_media
76,ગત બે દિવસથી લોકોને લાગી રહ્યું હતું કે હવે ગોહિલવાડમાં ઠંડીના વળતા દિવસો શરૂ થયા છે અને આમ પણ મકરસંક્રાંતિ પર્વ બાદ વસંત પંચમીથી શિયાળાનો સમાપન સમય શરૂ થતો હોય છે,standard,news_media
77,પરંતુ ગ્લોબલ વોર્મિંગ અને વૈશ્વિક સ્તરે સતત બદલાઈ રહેલ આબોહવાના કારણે વાતાવરણમાં ધરખમ ફેરફારો નોંધાઈ રહ્યા છે,standard,news_media
78,"સમગ્ર રાજ્ય સાથે ભાવનગર શહેર જિલ્લામાં પણ આ વખતે ઠંડી મોડેથી શરૂ થઈ હતી અને હાલમાં છેલ્લા બે સપ્તાહ કરતાં વધુ સમયથી ઠંડીનો ચરમ સમય ચાલી રહ્યો છે, ત્યારે આવનાર ફેબ્રુઆરી માસમાં પણ ઠંડીથી રાહત મળે એવી સંભાવના નહિવત્ જોવાઈ રહી છે",standard,news_media
79,આજે જનજીવન કાતિલ ઠંડીના કારણે પ્રભાવિત જણાયું હતું,standard,news_media
80,વહેલી સવારે જાહેર માર્ગો સુમસામ જણાયા હતા,standard,news_media
81,લોકોએ કામ સિવાય બહાર નીકળવાનું ટાળ્યું હતું,standard,news_media
82,મોર્નિંગ માટે નીકળતા લોકોની સંખ્યામાં પણ આજે ઘટાડવા જોવા મળ્યો હતો,standard,news_media
83,ભાવનગર જિલ્લાના દરિયાકાંઠાના ગામડાઓમાં શહેરની તુલનાએ વધુ ઠંડી જોવા મળી હતી,standard,news_media
84,ભાવનગરમાં ભરશિયાળે મોસમનો માહોલ બદલાયો છે,standard,news_media
85,છેલ્લા બે દિવસથી રાજ્યના અલગ અલગ વિસ્તાર સાથોસાથ ભાવનગર શહેર જિલ્લામાં પણ વાતાવરણમાં પલ્ટો આવ્યો છે,standard,news_media
86,અવકાશમાં વાદળો છવાઈ જવા સાથે ઠંડીનું પ્રમાણ ઘટી જવા પામ્યો છે અને વાતાવરણ ધૂંધળું બન્યું છે,standard,news_media
87,5 ડિગ્ર આકાશમાં ધુમ્મસનું પ્રમાણ વધુ રહેવા સાથે ભેજના પ્રમાણમાં વધારો ભાવનગર શહેર જિલ્લામાં વાતાવરણ ડોહળાયું હતું અને આકાશમાં વાદળો જોવા મળ્યા હતા,standard,news_media
88,આકાશમાં ધુમ્મસનું પ્રમાણ વધુ રહેવા સાથે ભેજના પ્રમાણમાં પણ નોંધપાત્ર વધારો થયો છે ત્યારે આ બદલાયેલા માહોલને પગલે ધરતી પુત્રોની ચિંતામાં વધારો થયો છે,standard,news_media
89,"કારણ કે, માવઠું થવાના કારણે શિયાળુ પાકને નુકસાન થવાની સંભાવના પ્રબળ બને છે, પરંતુ જો આ જ માહોલ વધુ સમય સુધી અકબંધ રહેશે તો કેરી સહિત બાગાયત ખેતને પણ નુકસાન કરી શકે છે",standard,news_media
90,26 અને 27 જાન્યુઆરીએ ઠંડી પડી 26 જાન્યુઆરીને સોમવારના રોજ મહત્તમ તાપમાન 31,standard,news_media
91,2 ડિગ્રી સેલ્સિયસ તથા ભેજ 36 ટકા અને પવનની ઝડપ 14 કિલોમીટર પ્રતિ કલાક રહેવા પામી હતી,standard,news_media
92,27 જાન્યુઆરીને મંગળવારના રોજ મહત્તમ તાપમાન 29,standard,news_media
93,8 ડિગ્રી તથા લઘુત્તમ તાપમાન 18 ડિગ્રી સેલ્સિયસ તથા ભેજ 48 ટકા અને પવનની ઝડપ 12 કિલોમીટર પ્રતિ કલાક રહેવા પામી હતી,standard,news_media
94,28મીથી ભેજના પ્રમાણમાં વધારો 28 જાન્યુઆરીને બુધવારના રોજ મહત્તમ તાપમાન 26,standard,news_media
95,6 ડિગ્રી સેલ્સિયસ તથા ભેજ 27 ટકા અને પવનની ઝડપ 12 કિલોમીટર પ્રતિ કલાક રહેવા પામી હતી,standard,news_media
96,29 જાન્યુઆરીને ગુરુવારના રોજ મહત્તમ તાપમાન 26 ડિગ્રી તથા લઘુત્તમ તાપમાન 15,standard,news_media
97,2 ડિગ્રી સેલ્સિયસ તથા ભેજ 52 ટકા અને પવનની ઝડપ 14 કિલોમીટર પ્રતિ કલાક રહેવા પામી હતી,standard,news_media
98,30 જાન્યુઆરીને શુક્રવારના રોજ લઘુત્તમ તાપમાન 17,standard,news_media
99,7 ડિગ્રી સેલ્સિયસ તથા ભેજ 80 ટકા અને પવનની ઝડપ 8 કિલોમીટર પ્રતિ કલાક રહેવા પામી હતી,standard,news_media
100,"અમદાવાદ શહેરના પશ્ચિમ વિસ્તારમાં ચોરીના બનાવ સતત વધુ રહ્યા છે, ત્યારે તસ્કરોએ નારણપુરામાં આવેલું હવામાન વિભાગની ઓફિસમાં ચોરી કરી છે",standard,news_media
101,"તસ્કરોએ એર ક્વોલોટી મોનીટરીંગ સ્ટેશન પર જઈને મશીન, ચાર્જર સહિતના 4",standard,news_media
102,નારણપુરા પોલીસે ગુનો ગાંધીનગર જીલ્લાના ખોરજ ગામમાં રહેતા સુધીર વિશ્વરકર્માએ નારણપુરા પોલીસ સ્ટેશનમાં ફરિયાદ નોંધાવી છે કે તે નારણપુરા સરદાર પટેલ સ્ટેડિયમ ખાતે આવેલા હવામાન વિભાગના એર ક્વોલોટી મોનીટરીંગ સ્ટેશન (એક્યુએમએસ)માં એક્ઝિક્યુટિવ એન્જીનીયર તરીકે નોકરી છે,standard,news_media
103,હવામાન વિભાગના સ્ટેશન ખાતે વિઝીટ કરવા ગયા ને ચોરીની ખબર પડી ઈન્ડિયન ઈન્સ્ટીસ્યુટ ઓફ ટ્રોપીકલ મેટીઓરોલોજી નામના હવામાન વિભાગના જુદી જુદી જગ્યાએ સ્ટેશનો આવેલા છે,standard,news_media
104,સરદાર પટેલ સ્ટેડિયમ ખાતે પણ હવામાન વિભાગનું સ્ટેશન આવેલુ છે જેને એન્જીનીયર નિર્મલ બારીયા સંભાળે છે,standard,news_media
105,થોડા સમય પહેલા સુધીર લાલદરવાજા વિક્ટોરીયા ગાર્ડન ખાતે આવેલા હવામાન વિભાગના સ્ટેશન ખાતે વિઝીટ કરવા માટે ગયા હતાં,standard,news_media
106,ત્યારે નિર્મલ બારીયા સરદાર પટેલ ખાતે તેમના સ્ટેશન પર હાજર હતા,standard,news_media
107,રાતે રાબેદા મુજબ નિર્મલ પોતાના ઘરે જતો રહ્યો હતો ત્યારે સુધીરે સર્વરનો ડેટા ચેક કરવાનું શરૂ કર્યુ હતું,standard,news_media
108,"એક બારી તુટેલી હાલતમાં દરમિયાનમાં સુધીરને જાણવાં મળ્યું હતું કે, સરદાર પટેલ સ્ટેડીયમ ખાતેના સ્ટેશનનીં સિસ્ટમ બંઘ છે",standard,news_media
109,પાવર કટ થયો હોવાના કારણે સિસ્ટમ બંધ થઈ હોવાની વિચારીને કોઈ તપાસ કરી નહી,standard,news_media
110,સ્ટેશનની સિસ્ટમ શરુ નહી થતા સુધીરને શંકા ગઈ હતી,standard,news_media
111,જેથી તે તરતજ નિર્મલને લઈને સ્ટેશન પહોચી ગયા હતા,standard,news_media
112,એર ક્વોલોટી મોનીટરીંગ સ્ટેશન પર ગયા ત્યારે એક બારી તુટેલી હાલતમાં હતી,standard,news_media
113,65 લાખના મત્તાની ચોરી ફરાર સુધીર ઓફિસમાં જઈને ચેક કર્યુ તો સામાન વેરવિખેર પડ્યો હતો,standard,news_media
114,સુધીરને શંકા થઈ ગઈ હતી કે તસ્કરોએ ઘુસીને ચોરી કરી છે,standard,news_media
115,"નિર્મલે તપાસ કરી તો તેને ખબર પડીકે તસ્કરોએ નાઈટ્રોજન સિલિન્ડર, બેટરી, એમજીસી મશીન, પંપ, યુપીએસ ચાર્જર સહિત કુલ 4",standard,news_media
116,સુધીરે આ મામલે ઉચ્ચ અધિકારીઓ સાથે વાત કરીને ચોરીની ફરિયાદ કરી હતી,standard,news_media
117,પોલીસે સુધીરની ફરિયાદના આધારે તપાસ હાથ ધરી છે,standard,news_media
118,વસ્ત્રાપુરમાં પણ ત્રણ દુકાનોના તાળા તૂટ્યા મેમનગરમાં રહેતા મોહિતભાઇ પટેલ ગુરૂકુળ રોડ પર સ્પોર્ટ્સને લગતી સાધનસામગ્રીની દુકાન ધરાવે છે,standard,news_media
119,"બુધવારે તેમની દુકાનમાં ચોરી થયાની જાણ થતાં દુકાને જઇને તપાસ કરતા તસ્કરોએ શટરનું તાળુ તોડીને 10 હજાર રોકડા, એક હજારહના સિક્કા અને ટીશર્ટ તથા જેકેટ મળી કુલ 12 હજારની મતા ચોરી હતી",standard,news_media
120,તસ્કરોએ આસપાસની અન્ય બે દુકાનોમાં પણ ચોરીનો પ્રયાસ કર્યો હોવાથી વસ્ત્રાપુર પોલીસે તપાસ હાથ ધરી છે,standard,news_media
121,વડોદરા મહાનગરપાલિકા દ્વારા શહેરના મુખ્ય જંક્શનો પર નવી વરસાદી ગટર નાખવાની કામગીરી હાથ ધરવામાં આવી છે,standard,news_media
122,આ પ્રોજેક્ટના ભાગરૂપે કપુરાઈ જંક્શન પર આજથી એટલે કે 28 જાન્યુઆરી 2026થી આગામી 20 દિવસ સુધી ટ્રાફિકમાં ફેરફાર કરવામાં આવ્યો છે,standard,news_media
123,ગટર લાઈન નાખવાની કામગીરીને પગલે વાહનચાલકો માટે સૂચનાઓ આજથી શહેરના કપુરાઈ જંક્શન પર કામગીરી શરૂ કરવામાં આવી છે,standard,news_media
124,સાથે આગામી 20 દિવસ કે કામગીર પૂર્ણ થાય ત્યાં સુધી રસ્તાને ડાઈવર્ઝન આપવામાં આવ્યું છે,standard,news_media
125,આ કામગીરી દરમિયાન હેવી મશીનરી અને મજૂરોની અવરજવર સાથે વરસાદી ગટર લાઈન નાખવાની કામગીરી કરવાની હોવાથી વાહનચાલકો માટે સૂચનાઓ જારી કરવામાં આવી છે,standard,news_media
126,"ટ્રાફિક જામની સ્થિતિથી બચવા અગાઉથી આયોજન કરવું વહીવટી તંત્ર દ્વારા જણાવવામાં આવ્યું છે કે, કામગીરી દરમિયાન કપુરાઈ જંક્શન પર રસ્તો સિંગલ લેન રહેશે અથવા જરૂરિયાત મુજબ સંપૂર્ણ બંધ પણ રાખવામાં આવી શકે છે",standard,news_media
127,"આથી, વાહનચાલકોને તમામ પ્રકારના વાહનોની અવરજવર માટે વૈકલ્પિક રૂટનો ઉપયોગ કરવો, ટ્રાફિક જામની સ્થિતિથી બચવા અગાઉથી આયોજન કરવું અને કામગીરીમાં સહકાર આપવા અપીલ કરવામાં આવી છે",standard,news_media
128,"ઉલ્લેખનીય છે કે, કપુરાઈ ઉપરાંત ગોલ્ડન જંક્શન, આજવા જંક્શન, વાઘોડિયા જંક્શન અને તરસાલી જંક્શન પર પણ તબક્કાવાર આ પ્રકારની કામગીરી કરવામાં આવશે",standard,news_media
129,વડોદરા મહાનગરપાલિકાની વરસાદી ગટર પ્રોજેક્ટ શાખા દ્વારા શહેરના ઉંડેરા અને છાણી વિસ્તારોમાં વરસાદી ગટર (RCC સ્ટોર્મ વોટર ડ્રેઈન) અને અન્ય વિકાસલક્ષી કામગીરીને કારણે કેટલાક મુખ્ય રસ્તાઓ પર વાહન-વ્યવહાર માટે પ્રતિબંધ મૂકવામાં આવ્યો છે,standard,news_media
130,કામગીરી દરમિયાન વા કામ પૂર્ણ ન થાય ત્યાં સુધી રસ્તો બંધ રહેશે શહેરના ઉંડેરા તળાવથી સહજ એવન્યુ થઈ લક્ષ્મીપુરા તળાવ સુધી RCC સ્ટોર્મ વોટર ડ્રેઈન બનાવવાની કામગીરી શરૂ થવાની છે,standard,news_media
131,"આ કામગીરી આજથી એટલે કે, 10 ફેબ્રુઆરીથી શરૂ થશે",standard,news_media
132,ભારે મશીનરી અને મટિરિયલ્સને કારણે આ રસ્તો કામ પૂર્ણ ન થાય ત્યાં સુધી બંધ રહેશે,standard,news_media
133,ગોત્રી મેઈન રોડ વુડા: અહીંથી આવતા વાહનોએ 'લોટસ પ્લાઝા' થઈ 'આઈ,standard,news_media
134,દર્શનમ ક્લબ લાઈફ: અહીંથી આવતા વાહનોએ 'પંચવટી કેનાલ' થઈ 'પંચવટી ચાર રસ્તા' તરફના રોડનો ઉપયોગ કરવો,standard,news_media
135,કલ્પની સંગ-વુડ કેફે: આ તરફથી આવતા વાહનોએ 'અંકોડીયા કેનાલ' તરફના રોડનો ઉપયોગ કરવો,standard,news_media
136,છાણી તળાવથી ન્યાસા થઈ કેનાલ સુધીના રસ્તાને પાકો કરવાની કામગીરી આ સાથે શહેરના છાણી તળાવથી ન્યાસા થઈ કેનાલ સુધીના 24 મીટરના રસ્તે કાચા કાંસને પાકો કરવાની કામગીરી હાથ ધરવામાં આવી છે,standard,news_media
137,"રોડ જંક્શનથી STP (સુએઝ ટ્રીટમેન્ટ પ્લાન્ટ) સુધીનો રસ્તો કે જે દૂમાડ તરફ જાય છે, તેને તમામ પ્રકારના વાહનો માટે બંધ રાખવામાં આવ્યો છે",standard,news_media
138,જનતાને પ્રતિબંધિત વિસ્તારમાં પ્રવેશ ન કરવા અપીલ આ કામગીરી દરમિયાન વૈકલ્પિક માર્ગ તરીકે કેનાલ બાજુનો સર્વિસ રોડ તથા અન્ય પેટા રસ્તાઓનો સાવચેતીપૂર્વક ઉપયોગ કરી શકાશે,standard,news_media
