id,sentence,dialect,source
13,"ઈશિતા ઉમરાણીયાએ રાગ મારુ
બિહાગની રસિયા મોરા બંદીશ વિલંબિત ઝુમરામાં રજૂ કરી હતી",kathiawari,news_media
14,"સ્વરની શુદ્ધતા, લયની સમજ
અને ભાવ અભિવ્યક્તિમાં તેમના રિયાઝની પરિપક્વતા શ્રોતાઓને મંત્રમુગ્ધ કરી ગઈ હતી",kathiawari,news_media
15,"તેમની
સાથે યશ પંડયાએ તબલામાં સંગત આપી હતી",kathiawari,news_media
16,"હાર્મોનિયમ પર સંદીપ વ્યાસની સંગત મીઠાશ અને
સંતુલનથી ભરપૂર રહી",kathiawari,news_media
17,"ગાયન સાથે સંવાદ સાધતી તેમની વાદનશૈલી સમગ્ર પ્રસ્તુતિને સંયોજિત
અને સૌમ્ય રૂપ આપતી હતી",kathiawari,news_media
18,"સોમવારે
બનારસ ઘરાનાના દિગ્ગજ પદ્મભૂષણ પિતા સ્વ",kathiawari,news_media
19,"પંડિત રાજન મિશ્રા અને કાકા પંડિત સાજન મિશ્રાના
માર્ગદર્શન હેઠળ ગાયકીની તાલીમ મેળવનાર પંડિત રીતેશ અને પંડિત રજનીશ રાજન મિશ્રા પ્રસ્તુતિ
કરશે",kathiawari,news_media
20,તેઓ ગ્રેમી એવોર્ડ માટે પણ નોમીનેટ થયા છે,kathiawari,news_media
21,"મહાન સંગીતકારોની છઠ્ઠી પેઢીમાંથી
આવતા અને જોડીમાં કલા પ્રસ્તુત કરનાર આ બંને કલાકારો ભારતીય રાગનું સમૃદ્ધ જ્ઞાન ધરાવે
છે",kathiawari,news_media
22,"જ્યારે રાજકોટના કલાકાર નીરજ ધોળકીયા તબલા અને પલાશ ધોળકીયા હાર્મોનિયમના સુર તાલની
પ્રસ્તુતિ પણ કરશે",kathiawari,news_media
23,"અમલમાં આવતા જિલ્લા ગાર્ડનથી નદી કાંઠાવાળો રાજકોટ,
તા",kathiawari,news_media
24,1 : જંગલેશ્વરમાં હજારો પરિવાર ચિંતામાં દિવસો પસાર કરી રહ્યાં છે,kathiawari,news_media
25,"આ વિસ્તારમાં
નજીકના સમયમાં ડિમોલિશન થાય તેવી પૂરી શક્યતા છે",kathiawari,news_media
26,"જંગલેશ્વર વિસ્તાર અગાઉ પણ ડિમોલિશનને
લઈને ચર્ચામાં રહી ચૂક્યો છે",kathiawari,news_media
27,"જેમાં રાજકોટના ઠાકોર મનોહરસિંહજી, પૂર્વ મંત્રીઓ અને
પૂર્વ મ્યુનિસિપાલ કમિશનર સહિતનાઓમાંથી કોઈએ આ વિસ્તારનું ભલુ ઈચ્છયું તો કોઈની કામગીરી
સામે અનેક સવાલ સાથે રોષ ઉઠયો હતો",kathiawari,news_media
28,"જંગલેશ્વર
વિસ્તાર અગાઉ રાંદરડા તરીકે ઓળખાતો હતો",kathiawari,news_media
29,"સમય જતાં અહીં નદી કાંઠાના ખરાબામાં રહેણાક
વધતા ગયાં",kathiawari,news_media
30,"જે તે સમયે આ વિસ્તાર ઘાંચીવાડ, કુંભારવાડી, મોટી ટાંકી, બાપુનગર, પટેલ
નગરથી લઈને હાલનો રિંગ રોડ સુધી એક જ વોર્ડ ગણાતો હતો",kathiawari,news_media
31,"કમિશનર જગદીશનના સમયમાં જિલ્લા ગાર્ડનથી નદી
કાંઠાવાળો 50 ફૂટનો મુખ્ય રસ્તો મંજૂર થયો હતો",kathiawari,news_media
32,"આ રસ્તો નદી તરફે છેડો જિલ્લા ગાર્ડન,
કાળા પથ્થરની ટાંકીની દીવાલથી લઈને સ્મશાનની અત્યારની દીવાલને મળતી હતી",kathiawari,news_media
33,"ત્યાંથી આગળ
શિવ મંદિરની દેરીને અડે એ રીતે નક્શામાં બતાવ્યો હતો",kathiawari,news_media
34,"આ રસ્તો સીધો રિંગ રોડ અને ખોખળદડી
નદીના પુલના છેડાને મળી જતો",kathiawari,news_media
35,"જેમાં આ સળંગ ધારથી 50 ફૂટ મૂકીને બાકીનાં મકાન સૂચિત
સોસાયટી, આવાસના ક્વાર્ટર, મફતીયું બાદ કરીને રસ્તો કાઢવા તત્કાલિન કમિશનર જગદીશને
સૂચવ્યું હતું",kathiawari,news_media
36,"આ રસ્તો બાદ કરતા જે લોકો રહે છે તેને જંત્રી મુજબના ભાવ આપી રેગ્યુલરાઇઝ્ડ
કરી આપવા મિટિંગ કરી હતી ત્યારે કોઈ રહેવાસી જંત્રી મુજબ પણ ભાવ ભરી શકે તેમ ન હોવાથી
મંત્રી મનોહરસિંહે ટોકન ભાવે જગ્યા આપવા રજૂઆત કરી હતી",kathiawari,news_media
37,"કમિશનર
ગુપ્તાના સમયમાં સ્મશાન બાજુમાં આવેલા એકતા કોલોની વિસ્તારને નદી બાજુ લઈને શાળા નં",kathiawari,news_media
38,"70
સુધી રાખી બાકી નદીમાં રહેલી વસાહતને દૂર કરી વૈકલ્પિક જગ્યા આપવા મનપા સહમત થયું હતું",kathiawari,news_media
39,પછી કોઈ રાજકીય દબાણ કામ કરી જતાં આ નદીને બદલે શાળા નં,kathiawari,news_media
40,"70નો વિસ્તાર જૂનો દલીતવાસ,
મુસ્લિમ, માલધારી, દેવીપૂજક વગેરે વિસ્તાર પાડવા માગ કરાઈ હતી",kathiawari,news_media
41,"તે સમયે કોર્પોરેટરોએ
વૈકલ્પિક જગ્યા ન મળે ત્યાં સુધી ન પાડવાની માગ સાથે ઉપવાસ આંદોનલ શરૂ કરતા ડિમોલિશન
અટકી ગયું હતું",kathiawari,news_media
42,"1
: રાજકોટ અને સૌરાષ્ટ્રના કેન્સરગ્રસ્ત દર્દીઓને એક ઉત્તમ સારવારની સાથે માનસિક, સામાજિક
અને આધ્યાત્મિક સપોર્ટ મળે તે માટે કેન્સર કેર ફાઉન્ડેશન દ્વારા પેલિએટિવ કેર સેન્ટર
બનાવવામાં આવી રહ્યું છે",kathiawari,news_media
43,"જેના માટે એક એકર જેટલી જમીન દાત્તા તરફથી મળતા ઓગષ્ટ મહિનાથી
કામગીરી શરૂ કરી દેવામાં આવી છે અને હાલ રૂ",kathiawari,news_media
44,"7 કરોડના ફંડ સાથે 25 બેડની બિલ્ડીંગ તૈયાર
કરવામાં આવશે",kathiawari,news_media
45,"દ્વારકાની શારદાપીઠના શંકરાચાર્ય સદાનંદ સરસ્વતી મહારાજે આ બિલ્ડીંગનું
ભૂમિ પૂજન કર્યુ હતુ",kathiawari,news_media
46,"શહેરના
કાલાવડ રોડ ઉપર અમરેલી ગામ ખાતે શિલ્પા જ્વેલર્સવાળા પ્રિતિબેન પ્રભુદાસભાઈ પારેખ દ્વારા
દાન અપાયેલી એક એકર જેટલી જમીનમાં આજે પેલિએટિવ કેર સેન્ટરના ભૂમિ પૂજન પ્રસંગે આર્ષ
વિદ્યામંદિરના સ્વામી પરમાત્માનંદ સરસ્વતી તેમજ જીગ્નેશ દાદા, ભરત બોઘરા, રમેશ ટીલાળા
સહિતના મહાનુભાવો ઉપસ્થિત રહ્યાં હતા",kathiawari,news_media
47,"આ સાથે કેન્સર વોરિયર્સ અને તેમના પરિવારજનો
સહિત 350 મળીને કુલ 1700 જેટલા લોકો આ કાર્યમાં સહભાગી થયા હતા",kathiawari,news_media
48,"આ પ્રસંગે દાનની સરવાણી
વહેતી થતાં કુલ રૂ",kathiawari,news_media
49,11 કરોડનું દાન આજના દિવસમાં જ મળ્યું હતુ,kathiawari,news_media
50,"જ્યારે જૂનાગઢના ગિરનાર
મંડળના અધ્યક્ષ અને કાશીના પંચ દશનામ જુના અખાડાના આંતરરાષ્ટ્રીય ઉપાધ્યક્ષ ઇન્દ્રભારતી
મહારાજની તબિયત નાદુરસ્ત હોવાથી રમેશ ઓઝાને ગાંધીનગર કથા હોવાથી તેઓ ઉપસ્થિત રહ્યા
ન હતા",kathiawari,news_media
51,"મોરારી બાપુ, રમેશભાઈ ઓઝા, વ્રજકુમાર બાવાશ્રીએ વિડીયોકોલ મારફત શુભેચ્છા સંદેશ
અને આશીર્વચન પાઠવ્યા હતા",kathiawari,news_media
52,"આ પ્રસંગે
સદાનંદ સરસ્વતી મહારાજે જણાવ્યું હતું કે, દર્દીઓ માટે અહીં કેન્સર કેર સેન્ટર શરૂ
થઈ રહ્યું છે તે ખૂબ જ સારી બાબત છે",kathiawari,news_media
53,"ગુજરાતમાં નહીં પરંતુ ભારતમાં ગૌમાતાને રાષ્ટ્રમાતા
જાહેર કરવી જોઈએ",kathiawari,news_media
54,અમે 50 વર્ષથી કહી રહ્યા છીએ કે ગૌ હત્યા બંધ કરવામાં આવે,kathiawari,news_media
55,"હિન્દુ
હોવાનું પહેલું પ્રમાણ એ જ ગૌમાતાની પૂજા છે",kathiawari,news_media
56,"વેપારીની
એ- ડિવિઝન પોલીસ મથકમાં વેપારી પિતા-પુત્રો સહિત ચાર સામે ફરિયાદ રાજકોટ,
તા",kathiawari,news_media
57,"1: શહેરના ટાગોર રોડ પર પુનિત કાર એસેસરીઝના વેપારીને ધંધામાં સારા વળતરની લાલચ આપી અલગ- અલગ સ્કીમોમાં નાણાનું રોકાણ કરાવી
ડીઝલ ઓટો કોર્પોરેશન પેઢીના સંચાલક સહિત ચાર શખસોએ વેપારી સાથે રૂ",kathiawari,news_media
58,"50 લાખની છેતરપીંડી
કર્યાની ફરિયાદ એ -ડિવિઝન પોલીસ મથકમાં નોંધાઇ છે",kathiawari,news_media
59,"મળતી
વિગત મુજબ કાલાવડ રોડ પર સ્વામિનારાયણ મંદિરની સામે હરીહર સોસાયટીમાં રહેતા નિમેશભાઇ
જગજીવનભાઇ રૂઘાણી (ઉ",kathiawari,news_media
60,"55) એ-ડિવિઝન પોલીસ સ્ટેશનમાં ડીઝલ ઓટો કોર્પોરેશનના સંચાલક
મહેન્દ્ર મહેતા તેનો પુત્ર હિતેષ, નયન અને દુકાનમાં કામ કરતો ચંપક વિરૂધ્ધ ફરિયાદ નોંધાવી
છે",kathiawari,news_media
61,"નિમેશભાઇએ ફરિયાદમાં જણાવ્યું છે કે તે ઢેબર રોડ પર જીઆઇડીસી પાસે પુનીત કાર એસેસરીઝ
નામે ઓટો મોબાઇલ્સની દુકાન ધરાવે છે અને આરોપી મહેન્દ્ર મહેતા પણ નવા ગામ જકાત નાકાની
સામે ડીઝલ ઓટો કોર્પોરેશન નામે ઓટો પાર્ટસનો વેપાર કરે છે",kathiawari,news_media
62,10/3/2024ના રોજ આરોપીએ સ્કીમમાં રૂ,kathiawari,news_media
63,"22,25 લાખ રોકાણ કરી અને 10 મહિનામાં પછી સારો
નફો મળશે તેમ વાત કરી હતી",kathiawari,news_media
64,"આરોપીઓએ બે અલગ અલગ સ્કીમો બતાવી વિશ્વાસમાં લઇ ફરિયાદી
પાસે રૂ",kathiawari,news_media
65,"50 લાખ પરત ન આપી છેતરપીંડી કર્યાની ખબર પડતા વેપારીએ એ-ડિવિઝન પોલીસ
મથકમાં ફરિયાદ નોંધાવી હતી",kathiawari,news_media
66,"મહિલાઓને
રોજગારી, નદી-પર્યાવરણ અને મંદિર આસપાસની જગ્યાની સ્વચ્છતા અને વેસ્ટમાંથી બેસ્ટની
ત્રિવેણી વહાવવા ઇન્ટેકનો અનોખો પ્રયાસ રાજકોટ,
તા",kathiawari,news_media
67,"31 (ફૂલછાબ ન્યૂઝ) : ભગવદ્ ગીતામાં ભગવાન કહે છે પત્રં, પુષ્પં, ફલં તોયં યો મે
ભક્તયા પ્રયચ્છતિ",kathiawari,news_media
68,"એટલે કે જે વ્યક્તિ ભક્તિપૂર્વક મને પત્ર, પુષ્પ, ફળ કે પાણી અર્પણ
કરે છે તે હું ભાવપૂર્વક સ્વીકારું છું",kathiawari,news_media
69,"ફૂલ એ હૃદયની શુદ્ધ ભાવનાનું, પવિત્રતાનું
અને શુદ્ધતાનું પ્રતીક છે",kathiawari,news_media
70,"ફૂલ સુગંધ પ્રસરાવે છે, સકારાત્મકતા ફેલાવે છે",kathiawari,news_media
71,"આ કારણે
ભગવાનને અર્પણ કરવા માટે ફૂલ એ સૌથી સુંદર ભેટ છે",kathiawari,news_media
72,"રાજકોટ શહેરના લોકો ધાર્મિક-આધ્યાત્મિક
પ્રકૃત્તિ ધરાવે છે",kathiawari,news_media
73,"માટે શહેરના અસંખ્ય મંદિરોમાં દરરોજ અગણિત માત્રામાં ભગવાનને ફૂલ
ચડાવાય છે",kathiawari,news_media
74,"જોકે
ભગવાનને અર્પણ થઈ ગયા પછી આ ફૂલોની અવદશા થાય છે",kathiawari,news_media
75,"બે-ચાર દિવસ પડયા રહ્યા બાદ મોટાભાગે
તે કચરો બની જાય છે",kathiawari,news_media
76,સુગંધની જગ્યાએ દુર્ગંધ ફેલાવા લાગે છે,kathiawari,news_media
77,"તેનો નિકાલ પણ વૈજ્ઞાનિક
ઢબે થતો નથી",kathiawari,news_media
78,ઘણી વખત નદીમાં વહાવવામાં આવે છે,kathiawari,news_media
79,"આ તમામ કારણે પર્યાવરણ બગડે છે, સ્વચ્છતા
જળવાતી નથી",kathiawari,news_media
80,"આ પરિસ્થિતિનું
ઇન્ટેક સંસ્થાના રાજકોટ ચેપ્ટરે ભગવાનના શણગારમાંથી ઉતારાયા બાદ ફૂલોને શહેરનાં મંદિરોમાંથી
એકત્ર કરી, સૂકવી, તેમાંથી અગરબત્તી બનાવવાનો પ્રકલ્પ વિચાર્યો છે અને તેની શરૂઆત પણ
કરી દીધી છે",kathiawari,news_media
81,"આ અગરબત્તી બનાવવાનું કામ સ્વ સહાય જૂથની મહિલાઓને આપી તેમાંથી તેમના
માટે રોજગારી ઉભી કરવી, પર્યાવરણ-સફાઈની જાળવણી અને વેસ્ટમાંથી બેસ્ટ કરવાની યોજના
અમલમાં મુકાઈ છે",kathiawari,news_media
82,"ઇન્ટેક
રાજકોટ ચેપ્ટરના હેડ આર્કિટેક્ટ રિદ્ધિ શાહે જણાવ્યું હતું કે, સામાજિક જવાબદારીના
ભાગ રૂપે ઇન્ટેક (આઇએનટીએસીએચ) રાજકોટ અને મહાપાલિકા દ્વારા સેક્રેટ વેસ્ટ અવેરનેસ
રીયુઝ એન્ડ હેન્ડ ક્રાફ્ટિંગ (સ્વરાહ) પ્રોજેક્ટનો પ્રારંભ થયો છે",kathiawari,news_media
83,"જેના અંતર્ગત અમે
શહેરના 10 જેટલાં મુખ્ય મંદિરોમાંથી પવિત્ર ફૂલ એકત્ર કરીએ છીએ",kathiawari,news_media
84,"તેમાંથી અગરબત્તી બનાવી
મહિલાઓને રોજગારી આપવાનો અમારો અભિગમ છે",kathiawari,news_media
85,"અમારી
દિલ્હી સ્થિત મુખ્ય શાખા દ્વારા દેશના કેટલાક શહેરમાં આ અભિગમ શરૂ કરાવાયો છે",kathiawari,news_media
86,"આ ફૂલો
એકત્ર કરવા માટે રાજકોટ મનપા દ્વારા એક ખાસ કલેક્શન ગાડી ફાળવવામાં આવી છે",kathiawari,news_media
87,"આ ફૂલોમાંથી
અગરબત્તી બનાવવાની તાલીમ આપવા દિલ્હીથી માર્ગદર્શકો આવ્યા હતા",kathiawari,news_media
88,"જેમણે રાજકોટમાં સ્વ
સહાય જૂથની મહિલાઓને તેની તાલીમ આપી હતી",kathiawari,news_media
89,"જોકે
અત્યાર સંધી સંસ્થા પાસે આ કામ કરવાની જગ્યા ન હતી",kathiawari,news_media
90,"માટે પ્રોજેક્ટ આગળ વધી શક્યો ન
હતો",kathiawari,news_media
91,"હવે ભક્તિનગર સર્કલ પાસે પૂતળીબાઈ ઉદ્યોગ દ્વારા આ કામ માટે જગ્યા ફાળવવાની તૈયારી
દાખવવામાં આવી છે અને તાલીમ લીધેલી 20થી વધુ પૈકી 12 જેટલી બહેનોએ પવિત્ર ફૂલોમાંથી
અગરબત્તી બનાવી રોજગારી મેળવવા હામી ભણી છે",kathiawari,news_media
92,"માટે
નજીકનાં ભવિષ્યમાં આ પ્રોજેક્ટ અમે ત્રણ મહિનાના પ્રાયોગિક ધોરણે શરૂ કરવા જઈ રહ્યા
છીએ",kathiawari,news_media
93,"ઉત્તર
પૂર્વના ગરમ પવનો ફૂંકાતા ગરમી વધશે રાજકોટ
તા",kathiawari,news_media
94,17: ગુજરાતમાં આજે સવારે વાતાવરણમાં પલટો આવ્યો હતો,kathiawari,news_media
95,"સવારના સમયે ઠંડા પવનો ફૂંકાયા
હતા અને વાદળછાયુ વાતાવરણ સર્જાયું હતું",kathiawari,news_media
96,જોકે બપોર બાદ ગરમીમાં વધારો જોવા મળ્યો હતો,kathiawari,news_media
97,"હવામાન વિભાગ અનુસાર, આગામી ત્રણ દિવસ બાદ મહત્તમ તાપમાન 3 ડિગ્રી સુધી વધી શકે છે",kathiawari,news_media
98,જ્યારે લઘુત્તમ તાપમાનમાં પણ 3 ડિગ્રી સુધીનો વધારો થવાની શક્યતા છે,kathiawari,news_media
99,"ગુજરાત
રાજ્યમાં શિયાળાની વિદાય અને ઉનાળાના આગમનના સંકેતો મળી રહ્યા છે",kathiawari,news_media
100,"રાજ્યના ઘણા ભાગોમાં
લઘુત્તમ તાપમાનમાં નોંધપાત્ર વધારો જોવા મળ્યો છે",kathiawari,news_media
101,"આગામી 3 દિવસ સુધી મહત્તમ તાપમાનમાં
કોઈ મોટો ફેરફાર થવાની શક્યતા નથી, પરંતુ ત્યારબાદના 2 દિવસોમાં તાપમાનમાં 2-3 ડિગ્રીનો
વધારો થઈ શકે છે",kathiawari,news_media
102,"લઘુત્તમ તાપમાનમાં આગામી 4 દિવસ દરમિયાન 2-3 ડિગ્રીનો વધારો થઇ શકે
છે",kathiawari,news_media
103,"હાલમાં દક્ષિણ-પૂર્વ પાકિસ્તાન અને તેની આસપાસના વિસ્તારોમાં વેસ્ટર્ન ડિસ્ટર્બન્સ
સક્રિય છે",kathiawari,news_media
104,"હવામાન
વિભાગની આગાહી મુજબ ઉત્તર પૂર્વના ગરમ પવનો ગુજરાતમાં ફુંકાવાના ચાલુ થઈ ગયા છે જેથી
સવારે થોડી ઠંડી અને બપોરે ગરમીનો એટલે કે મિશ્ર ઋતુનો અહેસાસ થશે",kathiawari,news_media
105,"હવામાન વિભાગે એ
પણ સ્પષ્ટ કર્યું છે કે ભલે ગરમીનો અનુભવ થઈ રહ્યો પણ સત્તાવાર રીતે હજુય શિયાળાની
વિદાય થઈ નથી",kathiawari,news_media
106,આગામી 20 ફેબ્રુઆરી પછી ઠંડીમાં નહીંવત ઘટાડો નોંધાશે,kathiawari,news_media
107,"હાલ દિવસ અને
રાતના તાપમાનમાં 17 ડિગ્રી સેલ્સિયસ જેટલો ફેરફાર જોવા મળી રહ્યો છે",kathiawari,news_media
108,"મહિલા
પીઆઇએ ભવનાથ મંદિરમાં નોંધાવી ફરિયાદ જૂનાગઢ,
તા",kathiawari,news_media
109,"17: મહાશિવરાત્રીની મધ્યરાત્રીએ મૃગીકુંડમાં શાહી સ્નાન કરનાર કિર્તી પટેલને બહાર
કાઢનાર મહિલા પી",kathiawari,news_media
110,"મોડ સામે તોછડાઈ પૂર્વક વર્તન કરી ધમકી આપનાર વિવાદીત કીર્તિ
પટેલ સામે પી",kathiawari,news_media
111,મોડએ ભવનાથ પોલીસમાં ફરિયાદ નોંધાવી છે,kathiawari,news_media
112,"મહાશિવરાત્રીની
મધરાતે દિગંબર સાધુઓ સાથે સાધવીના વેશમાં કીર્તિ પટેલે મૃગીકુંડમાં ડૂબકી લગાવી હતી",kathiawari,news_media
113,"આ અંગેની સ્થાનિક સાધુ સંતોને જાણ થતા તેઓએ તંત્રનું ધ્યાન દોરતા મેળા અધિકારીની સૂચના
મુજબ ફરજ પરના પી",kathiawari,news_media
114,"મોડ એ કીર્તિ પટેલને બહાર કાઢી હતી, ત્યારે આ કીર્તિ
પટેલે પીઆઇ મોડ સામે તોછડાઈ પૂર્વક વર્તન કરી જાનથી મારી નાખવાની ધમકી આપી હતી",kathiawari,news_media
115,"મોડએ ભવનાથ પોલીસમાં કીર્તિ પટેલ સામે
ફરિયાદ નોંધાવતા પોલીસે ગુનો નોંધી તપાસ હાથ ધરી છે",kathiawari,news_media
116,"સ્કૂલે ભણવા ગયેલી
બન્ને દીકરીને સાથે લઇને માતા કુંડમાં કપડાં ધોવા ગઇ હતી ઃ પોલીસે વધુ તપાસ હાથ ધરી ઃ કોડિનાર તાબાના આદપોકાર ગામે આવેલા સુપ્રસિદ્ધ શિવજીના મંદિરની
પાછળના ભાગે કુંડમાં નાહવા તથા કપડાં ધોવા માતા પોતાની બે દીકરીને સાથે લઈ ગયા હતા",kathiawari,news_media
117,"એ સમયે એક દીકરીનો પગ લપસતા કુંડમાં પડતા બીજી દીકરી અને માતા બચાવવા જતા ત્રણેયના
મૃત્યુ નિપજયા હતા",kathiawari,news_media
118,"ગામલોકોએ જણાવ્યા મુજબ
મૃતક ઇલાબેનના પતિ રમેશભાઈ વંશ ગુજરાત એસટીમાં ઉના ડેપોમાં ડ્રાઇવર તરીકે નોકરી કરે
છે",kathiawari,news_media
119,તેઓ આજે બપોરે નોકરીમાંથઈ ઘરે આવીને આરામ કરતા હતા,kathiawari,news_media
120,"ત્યારે પત્ની ઇલાબેન રમેશભાઈ
વંશ ઉંમર વર્ષ કપડાં ધોવા તથા નાહવા
નજીક આવેલા મહાદેવના મંદિર પાછળ કુંડમાં જવા નીકળ્યા હતા અને પ્રાથમિક શાળામાં અભ્યાસ
કરતી બંને દીકરીઓને શિક્ષકો પાસેથી રજા લઈને રીતિકાબેન રમેશભાઈ વંશ (ઉં",kathiawari,news_media
121,"ગ્રામજનોના જણાવ્યા
અનુસાર શેવાળને કારણે એક દીકરીનો પગ લપસ્યો હતો",kathiawari,news_media
122,"ત્યારે એને બચાવવા બીજી દીકરી અને
માતા જતા ત્રણેય ડૂબવા લાગ્યા હતા",kathiawari,news_media
123,"એ સમયે ત્યા કોઇ હાજર ન હતા પરંતુ થોડા સમય પછી
ત્યાંથી નીકળતા લોકોને કુંડના કિનારે પડેલા ચંપલ અને કપડા દેખાયા અને કુંડમાં તરતા
મૃતદેહ જોવા મળ્યા હતા",kathiawari,news_media
124,જેથી લોકો એકઠા થયા હતા અને પોલીસને બોલાવી તથા ને જાણ કરી હતી,kathiawari,news_media
125,"ત્રણેયના મૃતદેહને બહાર કાઢીને કોડીનારના સરકારી
દવાખાને લઇ જવામાં આવ્યા હતા",kathiawari,news_media
126,ત્યારે સરપંચ સહિત ગામ લોકો હાજર રહ્યા હતા,kathiawari,news_media
127,"હવે આ અંગે
વધુ તપાસ પોલીસ ચલાવી રહી છે",kathiawari,news_media
128,"આજીડેમ ચોકડી અને કોઠારિયા
સોલવન્ટમાંથી એસઓજીનું ઓપરેશન સપ્તાહ પૂર્વે જ ઘૂસણખોરી
કરી રાજકોટ પહોંચી હતીઃ બાંગ્લાદેશી આઇડી કાર્ડ સહિતના દસ્તાવેજો જપ્ત ઃ રાજકોટ શહેરમાં ગેરકાયદેસર રીતે વસવાટ કરતા વિદેશી ઘૂસણખોરો
વિરુદ્ધ પોલીસે લાલ આંખ કરી છે",kathiawari,news_media
129,"પોલીસ કમિશનરની સૂચનાથી એસઓજી (જઘઋ)ની ટીમે બાતમીના
આધારે શહેરના આજીડેમ ચોકડી અને કોઠારીયા સોલવન્ટ વિસ્તારમાં દરોડા પાડી ચાર બાંગ્લાદેશી
મહિલાઓને ઝડપી પાડી છે",kathiawari,news_media
130,"પકડાયેલી મહિલાઓ પાસેથી બાંગ્લાદેશી ઓળખપત્રો મળી આવતા પોલીસે
વધુ તપાસ તેજ કરી છે",kathiawari,news_media
131,"પોલીસ તપાસમાં ખુલ્યું છે કે આ ચારેય મહિલાઓ અઠવાડિયા પહેલા જ બાંગ્લાદેશની બેનાપુર બોર્ડર
પરથી ગેરકાયદેસર રીતે ભારતમાં પ્રવેશી હતી",kathiawari,news_media
132,"કોલકત્તાના હાવડાથી ટ્રેન મારફતે તેઓ સુરત
અને ત્યારબાદ રાજકોટ પહોંચી હતી",kathiawari,news_media
133,"ચારેય મહિલાઓ અહીં મજૂરીની શોધમાં આવી હતી તેવું રટણ
કરી રહી છે ત્યારે એસઓજીની ટીમે ચારેય મહિલાને પકડી તેમની પાસેથી બાંગ્લાદેશી આઇડી
કાર્ડ સહિતના દસ્તાવેજો કબજે
કરી વધુ તપાસ શરૂ કરી છે",kathiawari,news_media
134,"જોકે અગાઉ તેઓ મુંબઈ અને ઈન્દોરમાં પણ રોકાઈ ચૂકી હોવાનું
સામે આવ્યું છે",kathiawari,news_media
135,"પહેલગામ આતંકી હુમલા
બાદ દેશભરમાં ઘૂસણખોરોને શોધી કાઢવા ચાલી રહેલા વિશેષ ઓપરેશનના ભાગરૂપે આ કાર્યવાહી
કરવામાં આવી છે",kathiawari,news_media
136,અગાઉ સોની બજારમાંથી પણ બાંગ્લાદેશી કનેક્શન ઝડપાયું હોવાથી એસઓજી પીઆઇ એસ,kathiawari,news_media
